"samaccountname","passwordlastset","passwordneverexpires"
"laramos","31/07/2019 09:23:01","False"
"gealmeida",,"False"
"con-fabricio.senna","16/03/2020 08:40:27","False"
"con-tmmachado",,"False"
"con-djunior","13/02/2019 08:09:47","False"
"con-eoliveira","07/07/2016 10:25:25","False"
"con-ecorreia","09/03/2020 09:23:35","False"
"con-famaral","26/07/2017 11:53:48","False"
"con-gquintella","25/04/2019 11:16:45","False"
"con-hgatti","30/01/2018 09:26:33","False"
"con-bcoelho","25/05/2018 08:47:13","False"
"con-abarrotti","19/03/2018 14:57:18","False"
"con_sboiteux","09/03/2020 12:48:01","False"
"Projeto-CORE",,"False"
"con-rsbrum","29/12/2017 09:12:47","False"
"con-mpsilva","20/03/2020 16:39:27","False"
"consultant","24/08/2010 09:09:05","False"
"con_lfribeiro","26/05/2017 10:07:26","False"
"mjordao",,"False"
"crioliveira",,"False"
"alexandre.m.silva",,"False"
"jeribeiro",,"False"
"patrick.souza",,"False"
"kelvin.santos",,"False"
"wnascimento",,"False"
"gesilva",,"False"
"con-silvia.alves","12/03/2020 10:24:42","False"
"laercio.silva",,"False"
"sabrina.torres","20/02/2020 11:58:38","False"
"dimelo","18/03/2020 13:24:57","False"
"evandro.l.oliveira","24/03/2020 12:26:15","False"
"paola.andrade","12/02/2020 07:10:34","False"
"ismael.brasil",,"False"
"migsilva",,"False"
"robert.pereira","20/03/2020 15:20:35","False"
"ilvana.souza","19/03/2020 11:06:43","False"
"clisman.amaral",,"False"
"auguedes",,"False"
"henrique.silva",,"False"
"iago.tavares","19/02/2020 13:50:01","False"
"fabiano.santos",,"False"
"myareis","06/03/2020 08:37:49","False"
"j.junior","10/03/2020 10:44:20","False"
"licosta",,"False"
"wislet.balan",,"False"
"con-jsiqueira","18/10/2019 17:49:31","False"
"michele.mattos","09/03/2020 08:22:57","False"
"Informativo-admin","23/12/2008 09:48:55","False"
"aaquino",,"False"
"charles.junior",,"False"
"jgoncalves",,"False"
"thalita.oliveira","12/03/2020 14:27:20","False"
"marcos.vieira","13/03/2020 19:43:56","False"
"AUDIT","10/06/2005 09:45:36","False"
"usn","09/03/2009 17:03:13","False"
"dbarcelos","20/03/2019 10:40:52","False"
"nilsilva",,"False"
"isabela.pereira","04/03/2020 15:00:32","False"
"sevsilva",,"False"
"portaldarede","06/05/2019 10:46:24","False"
"raribeiro","18/03/2020 13:26:58","False"
"agarcez",,"False"
"guilherme.oliveira",,"False"
"con-andrey.campos","05/03/2020 17:22:37","False"
"jribeiro","20/03/2020 11:21:56","False"
"MPan",,"False"
"mpereira",,"False"
"con-mvgutierrez","02/03/2020 09:11:42","False"
"leandro.andrade",,"False"
"diogo.h.silva","09/03/2020 10:15:10","False"
"luis.a.silva",,"False"
"danilo.santos",,"False"
"con-pablo.bonavita","02/03/2020 12:20:48","False"
"con-wesley.abreu","09/03/2020 16:01:13","False"
"eduoliveira",,"False"
"sivsilva","20/03/2020 15:47:14","False"
"paoliveira",,"False"
"amanda.souza","27/02/2020 09:13:08","True"
"con-pedro.santanna","20/02/2020 16:58:58","False"
"cdiniz",,"False"
"abaldotto","13/03/2020 07:41:23","False"
"drapereira","17/02/2020 09:28:33","False"
"con-ecoutinho","23/02/2020 16:22:00","False"
"JMedeiros","12/03/2020 08:28:15","False"
"agori","16/03/2020 17:05:39","False"
"mguimaraes","06/05/2019 13:55:24","False"
"KFernandes","18/03/2020 08:47:07","False"
"con-douglas.pereira","28/02/2020 07:49:51","True"
"con-dailyane.oliveir","02/03/2020 08:29:12","False"
"rtsantos","02/03/2020 06:15:11","False"
"gkartalian","02/03/2020 08:42:36","False"
"rofernandes","20/02/2020 08:37:31","False"
"flsoares","18/12/2017 11:06:57","False"
"hoiko","12/03/2020 09:35:23","False"
"rhartmann","23/03/2020 09:14:24","False"
"cposcidonio","19/03/2020 19:00:24","False"
"WDutra","18/03/2020 12:26:43","False"
"ddfilho","13/06/2018 08:37:19","False"
"faasilva","09/03/2020 17:44:49","False"
"mnferreira","16/03/2020 09:11:32","False"
"tfischer","26/03/2020 11:20:14","False"
"rfreire","27/02/2020 08:21:11","True"
"fcsantos","13/02/2020 09:59:40","False"
"ltavares","06/03/2020 12:45:49","False"
"bmenezes","16/03/2020 10:35:11","False"
"tspinto","04/03/2020 09:47:18","False"
"acfreitas","13/03/2020 10:43:36","False"
"rvalentim","27/03/2020 19:25:39","False"
"VCsantos","17/03/2020 16:45:54","False"
"dlopes","27/02/2020 09:42:22","True"
"gprabelo","26/03/2020 08:54:22","False"
"con-tasouza","29/04/2019 08:53:24","False"
"EPeixoto","18/03/2020 17:06:11","False"
"rbaptista","06/03/2020 08:24:45","False"
"rscaramella","17/02/2020 08:43:21","False"
"audit_shvbr","04/06/2019 15:37:53","True"
"lpires","19/03/2020 09:32:10","False"
"ivieira","12/03/2020 09:30:28","False"
"adriana.rezende","10/03/2020 08:46:08","False"
"ameira","27/06/2019 09:27:54","False"
"bsenna","29/07/2019 11:14:56","False"
"roliveira","02/03/2020 09:24:34","False"
"camila.amorim","20/03/2020 08:17:49","False"
"con-btocantins","05/03/2020 11:37:53","False"
"clgoncalves","17/02/2020 09:21:48","False"
"cpj","12/08/2005 09:51:47","False"
"cefigueiredo","26/03/2020 15:16:57","False"
"con-mlima","11/02/2020 12:40:40","False"
"con-lpeixoto","14/02/2020 16:11:48","False"
"con-olopes","11/02/2020 09:54:04","False"
"con-hmaues","26/03/2020 16:02:03","False"
"con-icaetano","10/03/2020 16:07:03","False"
"Cfraga","09/04/2014 16:14:13","False"
"vlavinas","02/03/2020 09:27:46","False"
"skluft","21/02/2020 16:23:08","False"
"con-jmfernandes","09/03/2020 09:44:32","False"
"con-cmafra","28/02/2020 09:32:09","True"
"majunior","12/03/2020 14:06:18","False"
"pmattos","10/03/2020 17:25:16","False"
"conunes","27/02/2020 11:46:37","True"
"lmsantos","30/01/2020 12:55:00","False"
"mlguimaraes","13/02/2020 09:41:03","False"
"cpalmeida","25/07/2019 11:29:57","False"
"tclemente",,"False"
"jeferson.ardigor",,"False"
"charles.decol",,"False"
"con-tlsouza","10/05/2019 08:33:23","False"
"tamires.alves","19/03/2020 09:12:16","False"
"ymonteiro","19/03/2020 09:06:56","False"
"ldpinheiro","24/02/2020 11:54:39","True"
"mxavier","19/03/2020 09:08:26","False"
"bruno.muller","20/03/2020 15:59:18","False"
"testeged","22/09/2009 12:22:12","False"
"adcosta",,"False"
"csrodrigues","17/03/2020 10:27:53","False"
"con-earaujo","27/02/2020 08:40:30","True"
"fgsantos","16/03/2020 18:06:09","False"
"llennertz","23/03/2020 07:53:59","False"
"rcosta","27/02/2020 10:25:27","True"
"falecompresi","15/07/2005 16:05:49","False"
"LUSilva","17/03/2020 13:45:36","False"
"iblanco","06/03/2020 09:12:02","False"
"rrisi","10/12/2018 06:42:58","False"
"jcvmadeira","26/03/2020 09:36:24","False"
"sistemagestor","04/10/2005 10:36:33","False"
"MlMiranda","17/03/2020 08:52:36","False"
"RTonietto","17/03/2020 17:19:27","False"
"GERIP","16/04/2009 11:58:22","False"
"learaujo","23/03/2020 19:34:52","False"
"lucas.sabino","27/02/2020 13:37:42","True"
"fliserra","11/03/2019 08:46:12","False"
"mysilva","25/07/2019 10:55:59","False"
"aguedes","17/03/2020 10:03:01","False"
"efiorin","02/03/2020 09:20:57","False"
"mmenezes","24/02/2020 07:06:54","True"
"atendimento.revended","04/10/2005 10:41:27","False"
"lcardoso","23/03/2020 15:22:06","False"
"bloureiro","06/09/2019 13:46:06","False"
"lvasconcelos","19/02/2020 08:33:12","False"
"lgmattos","27/02/2020 09:29:29","True"
"toscar",,"False"
"gabriel.quintella","27/02/2020 08:27:19","True"
"jose.alves",,"False"
"heraclito.neto","13/03/2020 13:34:20","False"
"orcamento_pessoal","26/02/2009 10:26:58","False"
"Informativo_orc","07/08/2007 10:49:01","False"
"antonio.f.silva",,"False"
"dhonatan.anacleto",,"False"
"anrodrigues","12/02/2020 09:32:19","False"
"Atendimento","30/06/2005 15:20:26","False"
"msbatista","17/03/2020 00:53:56","False"
"lsiqueira","27/03/2020 15:20:51","False"
"kbsilva","16/03/2020 13:32:34","False"
"apfreitas","16/03/2020 10:14:59","False"
"janrodrigues","20/02/2020 09:20:13","False"
"mstival","09/03/2020 08:35:03","False"
"bnlima","23/02/2020 11:47:27","False"
"emeirelles","04/03/2020 14:03:25","False"
"gercli","05/06/2008 09:25:24","False"
"pqsilva","20/03/2020 16:56:32","False"
"frsoliveira","26/03/2020 17:21:08","True"
"rossouza",,"False"
"denise.vargas","23/03/2020 07:30:32","False"
"msferreira","27/02/2020 14:39:29","True"
"rrvieira","23/03/2020 08:40:23","False"
"gbarone","06/03/2020 09:56:08","False"
"cbezerra","27/02/2020 10:48:22","True"
"mbritto","03/03/2020 09:02:00","False"
"kaique.silva","17/03/2020 08:47:34","False"
"gcastro","17/02/2020 08:59:39","False"
"mvcordovez","16/03/2020 19:27:21","False"
"gcosta","18/03/2020 17:57:29","False"
"dir_rh","02/08/2011 11:34:27","False"
"canalaberto","02/03/2009 16:52:18","False"
"fcancio","12/03/2020 09:22:26","False"
"bbraga","17/02/2020 09:01:20","False"
"vandrade","20/03/2020 13:42:01","False"
"rpereira","05/03/2020 11:54:43","False"
"con-dfsouza","15/04/2019 11:45:42","False"
"ncrodrigues","17/03/2020 07:50:43","False"
"adrumond","27/03/2020 14:24:40","False"
"dfsouza","05/02/2018 12:31:51","False"
"con-osouza","24/04/2019 09:06:31","False"
"fslopes","27/02/2020 08:31:44","True"
"nsouza","18/03/2020 10:19:29","False"
"hlopes","02/04/2019 12:34:21","False"
"mfsales","27/02/2020 08:24:17","True"
"defsouza","17/03/2020 08:48:20","False"
"con-dboliveira","26/03/2020 09:20:29","False"
"accampos","20/02/2020 08:36:05","False"
"fmrodrigues","11/03/2020 08:32:37","False"
"rh_adm","27/02/2009 16:13:15","False"
"con-gcarmo","15/03/2019 09:01:19","False"
"hsloboda","26/03/2020 09:03:39","False"
"rbucher","26/03/2020 15:44:34","False"
"edesouza",,"False"
"clayton.correa","04/03/2020 08:41:01","False"
"estela.santos","23/03/2020 07:41:27","False"
"mamelo","19/02/2020 07:56:05","False"
"edmsilva",,"False"
"con-ives.santos","13/03/2020 08:48:05","False"
"josimar.souza",,"False"
"fiscal","09/11/2013 02:02:19","False"
"rwill","19/03/2020 08:31:48","False"
"caragao",,"False"
"aalmeida",,"False"
"allyffer.paula",,"False"
"alexandre.costa","15/02/2020 08:57:30","False"
"khofe","12/03/2020 08:58:34","False"
"ramsilva","06/03/2020 11:11:29","False"
"con-mpaula","26/09/2019 15:30:05","False"
"lfnascimento","18/03/2020 09:25:07","False"
"bcerqueira","27/02/2020 09:22:51","True"
"cmenicucci","18/03/2020 10:39:59","False"
"sleal","26/12/2019 13:14:59","False"
"FOCO","02/12/2011 11:00:57","False"
"MIS","21/01/2013 15:58:46","True"
"con-mpossas","21/08/2019 07:40:15","False"
"mconde",,"False"
"william.dariva",,"False"
"jrcosta",,"False"
"carlucio.sa","20/02/2020 10:01:42","False"
"maira.santos","17/02/2020 11:25:06","False"
"jorge.molgora","28/02/2020 15:39:52","True"
"secosta",,"False"
"anderson.damaceno","17/03/2020 15:18:06","False"
"icaro.soares",,"False"
"neusvaldo.santana",,"False"
"daniel.monteiro","06/02/2020 11:56:16","False"
"aline.arantes","03/03/2020 12:54:18","False"
"marsantos",,"False"
"rudson.silva",,"False"
"juliano.pacheco","11/03/2020 10:31:15","False"
"jose.lima1",,"False"
"stephanie.carvalho","12/03/2020 13:43:21","False"
"douglas.medici","23/01/2020 08:14:18","False"
"jjgsilva",,"False"
"con-kleison.viana",,"False"
"diego.fernandes","27/02/2020 10:46:28","True"
"jose.j.santos","02/03/2020 07:44:20","False"
"jambrosio",,"False"
"jfcosta","12/03/2020 10:33:44","False"
"rafael.gusmao","28/02/2020 08:58:20","True"
"vbrombil",,"False"
"lucas.andrade","17/03/2020 15:59:17","False"
"ecatarino","11/03/2020 07:50:49","False"
"alexandre.abreu","02/03/2020 11:13:21","False"
"fabio.h.silva","27/02/2020 08:54:30","True"
"gilmar.argolo",,"False"
"leonardo.pimenta","09/03/2020 08:55:14","False"
"anderson.sampaio","05/03/2020 15:13:39","False"
"anne.nascimento","17/02/2020 09:33:06","False"
"william.gomes","02/03/2020 09:09:54","False"
"mkovalski",,"False"
"fabiana.rodrigues","02/03/2020 10:42:25","False"
"anbarbosa",,"False"
"igor.alonso","10/02/2020 08:55:57","False"
"idomingos",,"False"
"thiago.silva1",,"False"
"marcus.andrade","13/03/2020 08:31:12","False"
"mgoes",,"False"
"rudson.costa",,"False"
"priscila.muniz","21/02/2020 13:02:39","False"
"csobrinho",,"False"
"con-sonia.trindade",,"False"
"francine.morais","26/02/2020 09:21:03","True"
"samuel.guimaraes","19/02/2020 17:18:36","False"
"elrodrigues",,"False"
"alan.pereira",,"False"
"josrosa",,"False"
"con-luis.souza",,"False"
"joao.burioli",,"False"
"igor.silva",,"False"
"con-mateus.silva","10/03/2020 11:07:15","False"
"eduardo.t.silva",,"False"
"alasouza",,"False"
"cleverton.abreu",,"False"
"matheus.oliveira",,"False"
"carlos.rodrigues",,"False"
"railan.santos","03/03/2020 06:42:46","False"
"bandrade",,"False"
"f.santos",,"False"
"edson.barreto",,"False"
"uchagas",,"False"
"sarzevedo","18/03/2020 13:41:27","False"
"maria.lobo","13/03/2020 09:38:30","False"
"con-sabrina.brito","18/03/2020 12:57:19","False"
"wilnascimento",,"False"
"rjesse","09/03/2020 09:32:56","False"
"kmonteiro","27/02/2020 08:51:15","True"
"dossilva","28/02/2019 08:10:12","False"
"afgomes","05/03/2020 16:05:54","False"
"lpereira","05/08/2019 09:28:11","False"
"alopes","12/03/2020 15:24:38","False"
"gpsilva","17/03/2020 17:08:23","False"
"jaalves","13/02/2020 10:28:31","False"
"mbarros","06/03/2020 09:11:50","False"
"acjunior","02/03/2020 08:51:21","False"
"bheijlen","27/02/2020 07:45:50","True"
"almonteiro","13/02/2020 11:31:05","False"
"ssantos","18/03/2020 14:01:01","False"
"bsnascimento","27/03/2020 15:57:45","False"
"mjcoelho","23/03/2020 11:35:53","False"
"LHEleuterio","26/02/2020 09:05:54","True"
"celima","12/03/2020 15:35:55","False"
"mtrigo","17/02/2020 09:41:37","False"
"mevieira","21/03/2020 14:31:05","False"
"AnOliveira","23/03/2020 08:38:43","False"
"fmacedo","12/03/2020 18:22:43","False"
"fmassis","06/02/2020 09:59:17","False"
"jsantos","18/03/2020 10:38:35","False"
"rrreis","20/02/2020 10:46:54","False"
"masouza","02/03/2020 08:44:41","False"
"mmoura","18/01/2019 07:19:21","False"
"jpedrosa","22/10/2019 09:08:24","False"
"ircampos","12/03/2020 11:23:16","False"
"trcalves","09/03/2020 08:54:17","False"
"con-matheus.galvao","27/02/2020 13:02:15","True"
"con-darlan.santana","20/03/2020 09:48:40","False"
"con-diego.barboza","26/03/2020 14:01:06","False"
"alex.santos","17/03/2020 08:25:39","False"
"con-maria.cunha","11/02/2020 10:06:25","False"
"isabella.souza","12/03/2020 10:47:13","False"
"con-patricia.cancado","12/03/2020 08:58:23","False"
"isabella.carlo","26/02/2020 13:24:22","True"
"acarneiro","09/03/2020 18:04:12","False"
"jonnes.silva","12/03/2020 09:58:04","False"
"con-ecravo","07/11/2019 10:55:22","False"
"lucas.alencar",,"False"
"jstefane","06/01/2020 08:39:20","False"
"nadson.rodrigues","21/02/2020 10:21:35","False"
"marco.martins",,"False"
"crysthian.pinheiro",,"False"
"leandro.faria","28/02/2020 08:27:12","True"
"con-paulo.cesar","02/03/2020 08:43:03","False"
"con-joao.tavares","17/03/2020 08:26:46","False"
"rsousa","25/03/2020 21:56:49","False"
"renata.lage","20/02/2020 10:24:45","False"
"con-paulo.neto","18/03/2020 08:15:09","False"
"marcio.souza","26/03/2020 14:54:56","False"
"con-joana.nascimento","17/03/2020 08:11:58","False"
"con-thiago.dias","10/03/2020 09:10:48","False"
"con-alexandre.pedro","06/03/2020 10:15:51","False"
"emerson.barbosa",,"False"
"a.pereira","23/03/2020 08:01:25","False"
"con-sarah.viana","06/03/2020 10:11:36","False"
"munique.correia","06/03/2020 15:13:44","False"
"fgagliardi",,"False"
"juliana.souza","17/02/2020 10:29:00","False"
"con-rodrigo.maia","09/03/2020 08:05:32","False"
"jan.neves","13/03/2020 12:31:48","False"
"lorena.araujo","09/03/2020 09:47:48","False"
"estella.cirilo","02/03/2020 07:18:31","False"
"con-l.figueiredo",,"False"
"andre.cardoso",,"False"
"maikon.matos","20/03/2020 09:23:18","False"
"con-r.buzin","13/12/2019 16:13:44","False"
"juliana.farah","19/02/2020 14:41:04","False"
"gabriel.romero","17/02/2020 09:18:00","False"
"con-thais.santos","03/03/2020 07:46:06","False"
"hugo.aragao","06/03/2020 10:25:01","False"
"aleandrade","13/03/2020 16:14:51","False"
"diesantos","17/02/2020 13:43:33","False"
"con-rodrigo.dias","18/02/2020 12:10:56","False"
"con-aira.souza","26/03/2020 12:10:06","False"
"gabriel.silva","28/02/2020 08:27:16","True"
"david.rosa",,"False"
"caio.silva","20/03/2020 13:47:58","False"
"con-wilson.santos","25/03/2020 14:34:55","False"
"con-guilherme.henriq","12/03/2020 09:26:34","False"
"con-natalia.peres","06/03/2020 13:18:14","False"
"cassio.morais",,"False"
"gedeilson.nascimento",,"False"
"mateus.ribeiro",,"False"
"bianca.scopel","26/02/2020 08:25:51","True"
"lucca.fialho","05/03/2020 14:46:40","False"
"roberta.britto","19/03/2020 07:22:06","False"
"aedantas","27/02/2020 09:13:55","True"
"arferreira","23/03/2020 16:29:51","False"
"jeu.gregorio",,"False"
"r.souza","27/03/2020 16:40:27","False"
"heberton.batista",,"False"
"nilson.filho",,"False"
"carlos.teixeira","26/02/2020 11:33:26","False"
"con-maicon.morais","27/03/2020 11:13:37","False"
"jessica.almeida","19/03/2020 10:50:08","False"
"robens.franco","09/03/2020 12:43:32","False"
"rodrigo.a.silva","04/03/2020 17:48:30","False"
"rafael.r.santos","02/03/2020 07:00:35","False"
"jessica.tavares","19/03/2020 13:18:12","False"
"john.silva",,"False"
"livia.rodrigues","03/03/2020 09:02:59","False"
"con-fabricio.ribeiro","28/11/2019 08:54:51","False"
"fggomes","09/03/2020 08:36:52","False"
"everson.oliveira",,"False"
"con-hadassa.silva","16/03/2020 12:44:41","False"
"con-walex.almeida",,"False"
"isabella.santis","20/03/2020 12:34:01","False"
"con-ivan.silva",,"False"
"denilson.junior","17/02/2020 15:08:25","False"
"graziele.altenhofen","12/02/2020 17:44:37","False"
"luana.freitas","27/03/2020 09:21:32","False"
"olivia.santos","24/03/2020 16:52:07","False"
"gerson.alves","27/03/2020 13:12:24","False"
"adriana.capistrano","21/02/2020 17:27:31","False"
"user_teste",,"False"
"guilherme.fachetti","02/03/2020 07:59:00","False"
"con-edson.lemos",,"False"
"andrew.correa",,"False"
"marco.rebelato","05/03/2020 07:53:09","False"
"reynold.joseph",,"False"
"con-luciano.barbosa","06/02/2020 17:55:28","False"
"lorena.marques","04/03/2020 15:55:47","False"
"ana.monteiro","09/03/2020 07:26:01","False"
"rramos","21/02/2020 09:07:43","False"
"Keugenio","03/03/2020 10:08:46","False"
"crvieira","17/05/2019 17:32:38","False"
"jcardoso","27/03/2020 10:53:00","True"
"lmaia","02/03/2020 09:00:39","False"
"con-lorena.brand","06/03/2020 10:21:27","False"
"con-julia.cruz","11/02/2020 14:02:36","False"
"evilim.vicentini","11/03/2020 15:39:33","False"
"con-zbigniew.slezak","24/03/2020 10:44:42","False"
"andre.guimaraes","23/03/2020 07:10:08","False"
"con-andrea.silva","01/10/2019 07:50:04","False"
"franciane.cicarino","23/03/2020 16:38:50","False"
"erica.zaneta","13/02/2020 08:22:49","False"
"michelda.fonseca","29/01/2020 12:43:36","False"
"pkuster",,"False"
"con-roger.brasil","05/03/2020 08:20:36","False"
"jose.a.junior",,"False"
"matheus.messias","10/03/2020 07:17:24","False"
"vitor.carneiro",,"False"
"hvasconcelos",,"False"
"ana.souza","19/02/2020 10:48:31","False"
"caio.araujo",,"False"
"julio.macedo",,"False"
"con-alan.rodrigues","12/03/2020 11:05:37","False"
"kevely.nunes","27/02/2020 14:17:07","True"
"grasielle.silva","26/02/2020 11:20:21","False"
"rafael.r.silva",,"False"
"leticia.barros","20/02/2020 08:11:33","False"
"ricardo.bruno",,"False"
"sharon.prais","06/03/2020 10:47:06","False"
"weclis.carvalho",,"False"
"silvano.barbosa",,"False"
"darlene.brito","20/03/2020 12:48:10","False"
"con-andressa.centeno","10/02/2020 08:12:14","False"
"con-restima","02/10/2019 15:52:05","False"
"con-kennyn.silva","18/02/2020 15:05:37","False"
"analmeida","24/03/2020 10:20:37","False"
"con-gabriel.moreno",,"False"
"lidiane.quintanilha","09/03/2020 07:56:20","False"
"Financeiro_Qualival","17/02/2017 14:38:36","True"
"_portal","27/08/2009 17:12:13","True"
"dipesampasp","13/08/2010 08:59:24","False"
"_wiseithml","17/06/2010 11:59:48","True"
"_lumis","07/12/2010 08:27:02","True"
"_processos-themis","03/10/2013 14:06:30","True"
